state,date,weather_code,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,snowfall_sum
Andaman and Nicobar Islands,2013-01-01,61.0,25.68400001525879,27.68400001525879,7.5,7.5,0.0
Andaman and Nicobar Islands,2013-01-02,51.0,25.783998489379883,27.333999633789062,2.0999999046325684,2.0999999046325684,0.0
Andaman and Nicobar Islands,2013-01-03,51.0,26.983999252319336,28.283998489379883,0.4000000059604645,0.4000000059604645,0.0
Andaman and Nicobar Islands,2013-01-04,51.0,26.63399887084961,28.033998489379883,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2013-01-05,51.0,26.13399887084961,27.68400001525879,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2013-01-06,53.0,26.18400001525879,27.833999633789062,3.299999952316284,3.299999952316284,0.0
Andaman and Nicobar Islands,2013-01-07,55.0,25.38399887084961,28.483999252319336,3.0,3.0,0.0
Andaman and Nicobar Islands,2013-01-08,55.0,25.38399887084961,27.43400001525879,5.5,5.5,0.0
Andaman and Nicobar Islands,2013-01-09,51.0,25.63399887084961,27.38399887084961,0.6000000238418579,0.6000000238418579,0.0
Andaman and Nicobar Islands,2013-01-10,3.0,25.333999633789062,27.533998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-11,0.0,25.033998489379883,26.88399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-12,1.0,24.733999252319336,26.88399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-13,1.0,23.93400001525879,25.93400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-14,3.0,23.38399887084961,25.833999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-15,3.0,23.983999252319336,25.88399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-16,3.0,24.38399887084961,26.43400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-17,51.0,25.783998489379883,27.43400001525879,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2013-01-18,51.0,26.63399887084961,28.333999633789062,0.30000001192092896,0.30000001192092896,0.0
Andaman and Nicobar Islands,2013-01-19,51.0,26.483999252319336,27.68400001525879,0.20000000298023224,0.20000000298023224,0.0
Andaman and Nicobar Islands,2013-01-20,2.0,26.783998489379883,28.233999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-21,2.0,26.783998489379883,28.233999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-22,2.0,26.68400001525879,28.333999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-23,1.0,26.733999252319336,28.333999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-24,1.0,26.333999633789062,28.233999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-25,1.0,26.18400001525879,28.283998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-26,2.0,25.93400001525879,28.033998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-27,1.0,25.38399887084961,27.68400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-01-28,51.0,25.533998489379883,27.833999633789062,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2013-01-29,51.0,25.333999633789062,27.68400001525879,1.5000001192092896,1.5000001192092896,0.0
Andaman and Nicobar Islands,2013-01-30,51.0,25.283998489379883,27.583999633789062,1.8000001907348633,1.8000001907348633,0.0
Andaman and Nicobar Islands,2013-01-31,51.0,25.68400001525879,27.533998489379883,1.2000000476837158,1.2000000476837158,0.0
Andaman and Nicobar Islands,2013-02-01,51.0,25.583999633789062,27.43400001525879,1.8000001907348633,1.8000001907348633,0.0
Andaman and Nicobar Islands,2013-02-02,61.0,25.583999633789062,27.88399887084961,3.4000000953674316,3.4000000953674316,0.0
Andaman and Nicobar Islands,2013-02-03,51.0,26.93400001525879,28.583999633789062,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2013-02-04,51.0,26.833999633789062,28.733999252319336,0.20000000298023224,0.20000000298023224,0.0
Andaman and Nicobar Islands,2013-02-05,1.0,26.88399887084961,29.13399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-06,1.0,27.18400001525879,28.93400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-07,1.0,26.63399887084961,29.033998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-08,1.0,26.13399887084961,28.333999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-09,1.0,26.233999252319336,28.783998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-10,51.0,26.983999252319336,29.283998489379883,0.30000001192092896,0.30000001192092896,0.0
Andaman and Nicobar Islands,2013-02-11,51.0,26.18400001525879,28.583999633789062,0.8999999761581421,0.8999999761581421,0.0
Andaman and Nicobar Islands,2013-02-12,51.0,26.18400001525879,28.93400001525879,0.4000000059604645,0.4000000059604645,0.0
Andaman and Nicobar Islands,2013-02-13,1.0,27.083999633789062,28.983999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-14,51.0,27.283998489379883,28.63399887084961,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2013-02-15,1.0,26.833999633789062,29.083999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-16,1.0,26.63399887084961,28.88399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-17,51.0,26.533998489379883,28.93400001525879,0.20000000298023224,0.20000000298023224,0.0
Andaman and Nicobar Islands,2013-02-18,53.0,26.43400001525879,28.283998489379883,1.2000000476837158,1.2000000476837158,0.0
Andaman and Nicobar Islands,2013-02-19,51.0,26.833999633789062,29.333999633789062,0.30000001192092896,0.30000001192092896,0.0
Andaman and Nicobar Islands,2013-02-20,1.0,26.483999252319336,29.083999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-21,1.0,26.38399887084961,28.983999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-22,1.0,25.93400001525879,28.833999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-23,51.0,26.033998489379883,29.083999633789062,0.5,0.5,0.0
Andaman and Nicobar Islands,2013-02-24,3.0,26.93400001525879,28.93400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-25,3.0,26.833999633789062,28.783998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-26,1.0,26.783998489379883,29.43400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-27,1.0,26.68400001525879,29.483999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-02-28,1.0,26.983999252319336,29.783998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-01,1.0,26.88399887084961,29.43400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-02,51.0,27.233999252319336,29.63399887084961,0.4000000059604645,0.4000000059604645,0.0
Andaman and Nicobar Islands,2013-03-03,1.0,27.88399887084961,29.733999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-04,53.0,27.033998489379883,29.233999252319336,3.6000001430511475,3.6000001430511475,0.0
Andaman and Nicobar Islands,2013-03-05,2.0,27.13399887084961,29.783998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-06,51.0,27.083999633789062,29.13399887084961,0.7000000476837158,0.7000000476837158,0.0
Andaman and Nicobar Islands,2013-03-07,51.0,26.68400001525879,28.38399887084961,1.2999999523162842,1.2999999523162842,0.0
Andaman and Nicobar Islands,2013-03-08,51.0,27.18400001525879,29.783998489379883,0.4000000059604645,0.4000000059604645,0.0
Andaman and Nicobar Islands,2013-03-09,1.0,27.083999633789062,29.533998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-10,1.0,26.93400001525879,29.43400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-11,0.0,27.333999633789062,29.483999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-12,0.0,26.583999633789062,29.68400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-13,0.0,25.533998489379883,29.43400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-14,1.0,25.483999252319336,28.583999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-15,1.0,26.13399887084961,28.583999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-16,51.0,24.833999633789062,29.93400001525879,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2013-03-17,1.0,27.833999633789062,29.983999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-18,2.0,27.233999252319336,29.733999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-19,3.0,27.13399887084961,29.733999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-20,1.0,26.63399887084961,30.083999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-21,1.0,26.783998489379883,29.783998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-22,2.0,26.233999252319336,29.38399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-23,1.0,26.733999252319336,29.68400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-24,1.0,25.333999633789062,29.783998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-25,1.0,24.783998489379883,29.783998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-26,1.0,25.983999252319336,29.033998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-27,1.0,26.88399887084961,29.13399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-28,1.0,26.88399887084961,29.38399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-29,1.0,26.88399887084961,29.43400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-30,2.0,26.833999633789062,29.68400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-03-31,2.0,26.783998489379883,30.13399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-04-01,2.0,27.083999633789062,29.93400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2013-04-02,2.0,27.333999633789062,30.13399887084961,0.0,0.0,0.0
