state,date,weather_code,temperature_2m_min,temperature_2m_max,precipitation_sum,rain_sum,snowfall_sum
Andaman and Nicobar Islands,2005-01-01,51.0,25.833999633789062,27.68400001525879,0.20000000298023224,0.20000000298023224,0.0
Andaman and Nicobar Islands,2005-01-02,1.0,26.083999633789062,27.63399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-03,2.0,25.233999252319336,27.033998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-04,3.0,25.38399887084961,27.083999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-05,2.0,25.583999633789062,27.38399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-06,2.0,26.083999633789062,27.733999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-07,3.0,26.283998489379883,27.68400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-08,2.0,26.283998489379883,28.033998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-09,51.0,26.283998489379883,27.533998489379883,0.30000001192092896,0.30000001192092896,0.0
Andaman and Nicobar Islands,2005-01-10,51.0,26.283998489379883,27.93400001525879,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2005-01-11,51.0,25.283998489379883,27.833999633789062,1.2000000476837158,1.2000000476837158,0.0
Andaman and Nicobar Islands,2005-01-12,51.0,25.283998489379883,27.88399887084961,2.200000047683716,2.200000047683716,0.0
Andaman and Nicobar Islands,2005-01-13,51.0,25.833999633789062,27.583999633789062,0.20000000298023224,0.20000000298023224,0.0
Andaman and Nicobar Islands,2005-01-14,1.0,25.583999633789062,27.68400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-15,2.0,25.583999633789062,27.283998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-16,2.0,25.583999633789062,27.38399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-17,2.0,25.533998489379883,27.833999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-18,51.0,26.033998489379883,28.033998489379883,0.20000000298023224,0.20000000298023224,0.0
Andaman and Nicobar Islands,2005-01-19,2.0,25.483999252319336,28.13399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-20,51.0,26.43400001525879,28.13399887084961,0.20000000298023224,0.20000000298023224,0.0
Andaman and Nicobar Islands,2005-01-21,61.0,25.18400001525879,26.88399887084961,7.500000476837158,7.500000476837158,0.0
Andaman and Nicobar Islands,2005-01-22,51.0,26.43400001525879,27.68400001525879,0.6000000238418579,0.6000000238418579,0.0
Andaman and Nicobar Islands,2005-01-23,2.0,26.13399887084961,27.983999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-24,2.0,25.983999252319336,27.88399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-25,1.0,25.43400001525879,27.88399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-26,1.0,24.833999633789062,27.63399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-27,3.0,24.533998489379883,27.38399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-28,2.0,24.483999252319336,27.68400001525879,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-29,2.0,24.43400001525879,27.533998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-30,2.0,23.233999252319336,27.38399887084961,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-01-31,2.0,25.083999633789062,27.283998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-02-01,2.0,25.13399887084961,27.733999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-02-02,1.0,26.13399887084961,28.083999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-02-03,51.0,25.733999252319336,28.333999633789062,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2005-02-04,51.0,25.783998489379883,28.43400001525879,0.5,0.5,0.0
Andaman and Nicobar Islands,2005-02-05,51.0,25.983999252319336,28.233999252319336,0.6000000238418579,0.6000000238418579,0.0
Andaman and Nicobar Islands,2005-02-06,51.0,25.93400001525879,28.483999252319336,0.10000000149011612,0.10000000149011612,0.0
Andaman and Nicobar Islands,2005-02-07,1.0,25.983999252319336,28.083999633789062,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-02-08,1.0,25.733999252319336,28.533998489379883,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-02-09,0.0,26.033998489379883,28.733999252319336,0.0,0.0,0.0
Andaman and Nicobar Islands,2005-02-10,1.0,25.68400001525879,29.483999252319336,0.0,0.0,0.0
